"","Comptes","Duree_credit","Historique_credit","Objet_credit","Montant_credit","Epargne","Anciennete_emploi","Taux_effort","Situation_familiale","Garanties","Anciennete_domicile","Biens","Age","Autres_credits","Statut_domicile","Nb_credits","Type_emploi","Nb_pers_charge","Telephone","Cible","Cle"
"680","4",18,"A32","A43",1453,"1","2",3,"A92","A101",1,"A121",26,"A143","A152",1,"A173","1","A191","0",680
"681","4",6,"A32","A46",1538,"1","2",1,"A92","A101",2,"A124",56,"A143","A152",1,"A173","1","A191","0",681
"682","4",12,"A32","A43",2279,"0","3",4,"A93","A101",4,"A124",37,"A143","A153",1,"A173","1","A192","0",682
"683","4",15,"A33","A43",1478,"1","3",4,"A94","A101",3,"A121",33,"A141","A152",2,"A173","1","A191","0",683
"684","4",24,"A34","A43",5103,"1","2",3,"A94","A101",3,"A124",47,"A143","A153",3,"A173","1","A192","0",684
"685","2",36,"A33","A49",9857,"2","4",1,"A93","A101",3,"A122",31,"A143","A152",2,"A172","2","A192","0",685
"686","4",60,"A32","A40",6527,"0","3",4,"A93","A101",4,"A124",34,"A143","A153",1,"A173","2","A192","0",686
"687","3",10,"A34","A43",1347,"0","4",4,"A93","A101",2,"A122",27,"A143","A152",2,"A173","1","A192","0",687
"688","2",36,"A33","A40",2862,"2","5",4,"A93","A101",3,"A124",30,"A143","A153",1,"A173","1","A191","0",688
"689","4",9,"A32","A43",2753,"2","5",3,"A93","A102",4,"A123",35,"A143","A152",1,"A173","1","A192","0",689
"690","1",12,"A32","A40",3651,"4","3",1,"A93","A101",3,"A122",31,"A143","A152",1,"A173","2","A191","0",690
"691","1",15,"A34","A42",975,"1","3",2,"A91","A101",3,"A122",25,"A143","A152",2,"A173","1","A191","0",691
"692","2",15,"A32","A45",2631,"2","3",3,"A92","A101",2,"A121",25,"A143","A152",1,"A172","1","A191","0",692
"693","2",24,"A32","A43",2896,"2","2",2,"A93","A101",1,"A123",29,"A143","A152",1,"A173","1","A191","0",693
"694","1",6,"A34","A40",4716,"0","2",1,"A93","A101",3,"A121",44,"A143","A152",2,"A172","2","A191","0",694
"695","4",24,"A32","A43",2284,"1","4",4,"A93","A101",2,"A123",28,"A143","A152",1,"A173","1","A192","0",695
"696","4",6,"A32","A41",1236,"3","3",2,"A93","A101",4,"A122",50,"A143","A151",1,"A173","1","A191","0",696
"697","2",12,"A32","A43",1103,"1","4",4,"A93","A103",3,"A121",29,"A143","A152",2,"A173","1","A191","0",697
"698","4",12,"A34","A40",926,"1","1",1,"A92","A101",2,"A122",38,"A143","A152",1,"A171","1","A191","0",698
"699","4",18,"A34","A43",1800,"1","3",4,"A93","A101",2,"A123",24,"A143","A152",2,"A173","1","A191","0",699
"700","3",15,"A32","A46",1905,"1","5",4,"A93","A101",4,"A123",40,"A143","A151",1,"A174","1","A192","0",700
"701","4",12,"A32","A42",1123,"3","3",4,"A92","A101",4,"A123",29,"A143","A151",1,"A172","1","A191","1",701
"702","1",48,"A34","A41",6331,"1","5",4,"A93","A101",4,"A124",46,"A143","A153",2,"A173","1","A192","1",702
"703","3",24,"A32","A43",1377,"2","5",4,"A92","A101",2,"A124",47,"A143","A153",1,"A173","1","A192","0",703
"704","2",30,"A33","A49",2503,"2","5",4,"A93","A101",2,"A122",41,"A142","A152",2,"A173","1","A191","0",704
"705","2",27,"A32","A49",2528,"1","2",4,"A92","A101",1,"A122",32,"A143","A152",1,"A173","2","A192","0",705
"706","4",15,"A32","A40",5324,"3","5",1,"A92","A101",4,"A124",35,"A143","A153",1,"A173","1","A191","0",706
"707","2",48,"A32","A40",6560,"2","4",3,"A93","A101",2,"A122",24,"A143","A152",1,"A173","1","A191","1",707
"708","2",12,"A30","A42",2969,"1","2",4,"A92","A101",3,"A122",25,"A143","A151",2,"A173","1","A191","1",708
"709","2",9,"A32","A43",1206,"1","5",4,"A92","A101",4,"A121",25,"A143","A152",1,"A173","1","A191","0",709
"710","2",9,"A32","A43",2118,"1","3",2,"A93","A101",2,"A121",37,"A143","A152",1,"A172","2","A191","0",710
"711","4",18,"A34","A43",629,"3","5",4,"A93","A101",3,"A122",32,"A141","A152",2,"A174","1","A192","0",711
"712","1",6,"A31","A46",1198,"1","5",4,"A92","A101",4,"A124",35,"A143","A153",1,"A173","1","A191","1",712
"713","4",21,"A32","A41",2476,"0","5",4,"A93","A101",4,"A121",46,"A143","A152",1,"A174","1","A192","0",713
"714","1",9,"A34","A43",1138,"1","3",4,"A93","A101",4,"A121",25,"A143","A152",2,"A172","1","A191","0",714
"715","2",60,"A32","A40",14027,"1","4",4,"A93","A101",2,"A124",27,"A143","A152",1,"A174","1","A192","1",715
"716","4",30,"A34","A41",7596,"0","5",1,"A93","A101",4,"A123",63,"A143","A152",2,"A173","1","A191","0",716
"717","4",30,"A34","A43",3077,"0","5",3,"A93","A101",2,"A123",40,"A143","A152",2,"A173","2","A192","0",717
"718","4",18,"A32","A43",1505,"1","3",4,"A93","A101",2,"A124",32,"A143","A153",1,"A174","1","A192","0",718
"719","3",24,"A34","A43",3148,"0","3",3,"A93","A101",2,"A123",31,"A143","A152",2,"A173","1","A192","0",719
"720","2",20,"A30","A41",6148,"2","5",3,"A94","A101",4,"A123",31,"A141","A152",2,"A173","1","A192","0",720
"721","3",9,"A30","A43",1337,"1","2",4,"A93","A101",2,"A123",34,"A143","A152",2,"A174","1","A192","1",721
"722","2",6,"A31","A46",433,"4","2",4,"A92","A101",2,"A122",24,"A141","A151",1,"A173","2","A191","1",722
"723","1",12,"A32","A40",1228,"1","3",4,"A92","A101",2,"A121",24,"A143","A152",1,"A172","1","A191","1",723
"724","2",9,"A32","A43",790,"3","3",4,"A92","A101",3,"A121",66,"A143","A152",1,"A172","1","A191","0",724
"725","4",27,"A32","A40",2570,"1","3",3,"A92","A101",3,"A121",21,"A143","A151",1,"A173","1","A191","1",725
"726","4",6,"A34","A40",250,"4","3",2,"A92","A101",2,"A121",41,"A141","A152",2,"A172","1","A191","0",726
"727","4",15,"A34","A43",1316,"3","3",2,"A94","A101",2,"A122",47,"A143","A152",2,"A172","1","A191","0",727
"728","1",18,"A32","A43",1882,"1","3",4,"A92","A101",4,"A123",25,"A141","A151",2,"A173","1","A191","1",728
"729","2",48,"A31","A49",6416,"1","5",4,"A92","A101",3,"A124",59,"A143","A151",1,"A173","1","A191","1",729
"730","3",24,"A34","A49",1275,"4","3",2,"A91","A101",4,"A121",36,"A143","A152",2,"A173","1","A192","0",730
"731","2",24,"A33","A43",6403,"1","2",1,"A93","A101",2,"A123",33,"A143","A152",1,"A173","1","A191","0",731
"732","1",24,"A32","A43",1987,"1","3",2,"A93","A101",4,"A121",21,"A143","A151",1,"A172","2","A191","1",732
"733","2",8,"A32","A43",760,"1","4",4,"A92","A103",2,"A121",44,"A143","A152",1,"A172","1","A191","0",733
"734","4",24,"A32","A41",2603,"4","3",2,"A92","A101",4,"A123",28,"A143","A151",1,"A173","1","A192","0",734
"735","4",4,"A34","A40",3380,"1","4",1,"A92","A101",1,"A121",37,"A143","A152",1,"A173","2","A191","0",735
"736","2",36,"A31","A44",3990,"0","2",3,"A92","A101",2,"A124",29,"A141","A152",1,"A171","1","A191","0",736
"737","2",24,"A32","A41",11560,"1","3",1,"A92","A101",4,"A123",23,"A143","A151",2,"A174","1","A191","1",737
"738","1",18,"A32","A40",4380,"2","3",3,"A93","A101",4,"A123",35,"A143","A152",1,"A172","2","A192","0",738
"739","4",6,"A34","A40",6761,"1","4",1,"A93","A101",3,"A124",45,"A143","A152",2,"A174","2","A192","0",739
"740","2",30,"A30","A49",4280,"2","3",4,"A92","A101",4,"A123",26,"A143","A151",2,"A172","1","A191","1",740
"741","1",24,"A31","A40",2325,"2","4",2,"A93","A101",3,"A123",32,"A141","A152",1,"A173","1","A191","0",741
"742","2",10,"A31","A43",1048,"1","3",4,"A93","A101",4,"A121",23,"A142","A152",1,"A172","1","A191","0",742
"743","4",21,"A32","A43",3160,"0","5",4,"A93","A101",3,"A122",41,"A143","A152",1,"A173","1","A192","0",743
"744","1",24,"A31","A42",2483,"3","3",4,"A93","A101",4,"A121",22,"A142","A152",1,"A173","1","A192","0",744
"745","1",39,"A34","A42",14179,"0","4",4,"A93","A101",4,"A122",30,"A143","A152",2,"A174","1","A192","0",745
"746","1",13,"A34","A49",1797,"1","2",3,"A93","A101",1,"A122",28,"A141","A152",2,"A172","1","A191","0",746
"747","1",15,"A32","A40",2511,"1","1",1,"A92","A101",4,"A123",23,"A143","A151",1,"A173","1","A191","0",747
"748","1",12,"A32","A40",1274,"1","2",3,"A92","A101",1,"A121",37,"A143","A152",1,"A172","1","A191","1",748
"749","4",21,"A32","A41",5248,"0","3",1,"A93","A101",3,"A123",26,"A143","A152",1,"A173","1","A191","0",749
"750","4",15,"A32","A41",3029,"1","4",2,"A93","A101",2,"A123",33,"A143","A152",1,"A173","1","A191","0",750
"751","1",6,"A32","A42",428,"1","5",2,"A92","A101",1,"A122",49,"A141","A152",1,"A173","1","A192","0",751
"752","1",18,"A32","A40",976,"1","2",1,"A92","A101",2,"A123",23,"A143","A152",1,"A172","1","A191","1",752
"753","2",12,"A32","A49",841,"2","4",2,"A92","A101",4,"A121",23,"A143","A151",1,"A172","1","A191","0",753
"754","4",30,"A34","A43",5771,"1","4",4,"A92","A101",2,"A123",25,"A143","A152",2,"A173","1","A191","0",754
"755","4",12,"A33","A45",1555,"4","5",4,"A93","A101",4,"A124",55,"A143","A153",2,"A173","2","A191","1",755
"756","1",24,"A32","A40",1285,"0","4",4,"A92","A101",4,"A124",32,"A143","A151",1,"A173","1","A191","1",756
"757","3",6,"A34","A40",1299,"1","3",1,"A93","A101",1,"A121",74,"A143","A152",3,"A171","2","A191","0",757
"758","3",15,"A34","A43",1271,"0","3",3,"A93","A101",4,"A124",39,"A143","A153",2,"A173","1","A192","1",758
"759","4",24,"A32","A40",1393,"1","3",2,"A93","A103",2,"A121",31,"A143","A152",1,"A173","1","A192","0",759
"760","1",12,"A34","A40",691,"1","5",4,"A93","A101",3,"A122",35,"A143","A152",2,"A173","1","A191","1",760
"761","4",15,"A34","A40",5045,"0","5",1,"A92","A101",4,"A123",59,"A143","A152",1,"A173","1","A192","0",761
"762","1",18,"A34","A42",2124,"1","3",4,"A92","A101",4,"A121",24,"A143","A151",2,"A173","1","A191","1",762
"763","1",12,"A32","A43",2214,"1","3",4,"A93","A101",3,"A122",24,"A143","A152",1,"A172","1","A191","0",763
"764","4",21,"A34","A40",12680,"0","5",4,"A93","A101",4,"A124",30,"A143","A153",1,"A174","1","A192","1",764
"765","4",24,"A34","A40",2463,"2","4",4,"A94","A101",3,"A122",27,"A143","A152",2,"A173","1","A192","0",765
"766","2",12,"A32","A43",1155,"1","5",3,"A94","A103",3,"A121",40,"A141","A152",2,"A172","1","A191","0",766
"767","1",30,"A32","A42",3108,"1","2",2,"A91","A101",4,"A122",31,"A143","A152",1,"A172","1","A191","1",767
"768","4",10,"A32","A41",2901,"0","2",1,"A92","A101",4,"A121",31,"A143","A151",1,"A173","1","A191","0",768
"769","2",12,"A34","A42",3617,"1","5",1,"A93","A101",4,"A123",28,"A143","A151",3,"A173","1","A192","0",769
"770","4",12,"A34","A43",1655,"1","5",2,"A93","A101",4,"A121",63,"A143","A152",2,"A172","1","A192","0",770
"771","1",24,"A32","A41",2812,"0","5",2,"A92","A101",4,"A121",26,"A143","A151",1,"A173","1","A191","0",771
"772","1",36,"A34","A46",8065,"1","3",3,"A92","A101",2,"A124",25,"A143","A152",2,"A174","1","A192","1",772
"773","4",21,"A34","A41",3275,"1","5",1,"A93","A101",4,"A123",36,"A143","A152",1,"A174","1","A192","0",773
"774","4",24,"A34","A43",2223,"2","5",4,"A93","A101",4,"A122",52,"A141","A152",2,"A173","1","A191","0",774
"775","3",12,"A34","A40",1480,"3","1",2,"A93","A101",4,"A124",66,"A141","A153",3,"A171","1","A191","0",775
"776","1",24,"A32","A40",1371,"0","3",4,"A92","A101",4,"A121",25,"A143","A151",1,"A173","1","A191","1",776
"777","4",36,"A34","A40",3535,"1","4",4,"A93","A101",4,"A123",37,"A143","A152",2,"A173","1","A192","0",777
"778","1",18,"A32","A43",3509,"1","4",4,"A92","A103",1,"A121",25,"A143","A152",1,"A173","1","A191","0",778
"779","4",36,"A34","A41",5711,"4","5",4,"A93","A101",2,"A123",38,"A143","A152",2,"A174","1","A192","0",779
"780","2",18,"A32","A45",3872,"1","1",2,"A92","A101",4,"A123",67,"A143","A152",1,"A173","1","A192","0",780
"781","2",39,"A34","A43",4933,"1","4",2,"A93","A103",2,"A121",25,"A143","A152",2,"A173","1","A191","1",781
"782","4",24,"A34","A40",1940,"4","5",4,"A93","A101",4,"A121",60,"A143","A152",1,"A173","1","A192","0",782
"783","2",12,"A30","A48",1410,"1","3",2,"A93","A101",2,"A121",31,"A143","A152",1,"A172","1","A192","0",783
"784","2",12,"A32","A40",836,"2","2",4,"A92","A101",2,"A122",23,"A141","A152",1,"A172","1","A191","1",784
"785","2",20,"A32","A41",6468,"0","1",1,"A91","A101",4,"A121",60,"A143","A152",1,"A174","1","A192","0",785
"786","2",18,"A32","A49",1941,"4","3",4,"A93","A101",2,"A122",35,"A143","A152",1,"A172","1","A192","0",786
"787","4",22,"A32","A43",2675,"3","5",3,"A93","A101",4,"A123",40,"A143","A152",1,"A173","1","A191","0",787
"788","4",48,"A34","A41",2751,"0","5",4,"A93","A101",3,"A123",38,"A143","A152",2,"A173","2","A192","0",788
"789","2",48,"A33","A46",6224,"1","5",4,"A93","A101",4,"A124",50,"A143","A153",1,"A173","1","A191","1",789
"790","1",40,"A34","A46",5998,"1","3",4,"A93","A101",3,"A124",27,"A141","A152",1,"A173","1","A192","1",790
"791","2",21,"A32","A49",1188,"1","5",2,"A92","A101",4,"A122",39,"A143","A152",1,"A173","2","A191","1",791
"792","4",24,"A32","A41",6313,"0","5",3,"A93","A101",4,"A123",41,"A143","A152",1,"A174","2","A192","0",792
"793","4",6,"A34","A42",1221,"0","3",1,"A94","A101",2,"A122",27,"A143","A152",2,"A173","1","A191","0",793
"794","3",24,"A32","A42",2892,"1","5",3,"A91","A101",4,"A124",51,"A143","A153",1,"A173","1","A191","0",794
"795","4",24,"A32","A42",3062,"3","5",4,"A93","A101",3,"A124",32,"A143","A151",1,"A173","1","A192","0",795
"796","4",9,"A32","A42",2301,"2","2",2,"A92","A101",4,"A122",22,"A143","A151",1,"A173","1","A191","0",796
"797","1",18,"A32","A41",7511,"0","5",1,"A93","A101",4,"A122",51,"A143","A153",1,"A173","2","A192","1",797
"798","4",12,"A34","A42",1258,"1","2",2,"A92","A101",4,"A122",22,"A143","A151",2,"A172","1","A191","0",798
"799","4",24,"A33","A40",717,"0","5",4,"A94","A101",4,"A123",54,"A143","A152",2,"A173","1","A192","0",799
"800","2",9,"A32","A40",1549,"0","2",4,"A93","A101",2,"A121",35,"A143","A152",1,"A171","1","A191","0",800
"801","4",24,"A34","A46",1597,"1","5",4,"A93","A101",4,"A124",54,"A143","A153",2,"A173","2","A191","0",801
"802","2",18,"A34","A43",1795,"1","5",3,"A92","A103",4,"A121",48,"A141","A151",2,"A172","1","A192","0",802
"803","1",20,"A34","A42",4272,"1","5",1,"A92","A101",4,"A122",24,"A143","A152",2,"A173","1","A191","0",803
"804","4",12,"A34","A43",976,"0","5",4,"A93","A101",4,"A123",35,"A143","A152",2,"A173","1","A191","0",804
"805","2",12,"A32","A40",7472,"0","1",1,"A92","A101",2,"A121",24,"A143","A151",1,"A171","1","A191","0",805
"806","1",36,"A32","A40",9271,"1","4",2,"A93","A101",1,"A123",24,"A143","A152",1,"A173","1","A192","1",806
"807","2",6,"A32","A43",590,"1","2",3,"A94","A101",3,"A121",26,"A143","A152",1,"A172","1","A191","0",807
"808","4",12,"A34","A43",930,"0","5",4,"A93","A101",4,"A121",65,"A143","A152",4,"A173","1","A191","0",808
"809","2",42,"A31","A41",9283,"1","1",1,"A93","A101",2,"A124",55,"A141","A153",1,"A174","1","A192","0",809
"810","2",15,"A30","A40",1778,"1","2",2,"A92","A101",1,"A121",26,"A143","A151",2,"A171","1","A191","1",810
"811","2",8,"A32","A49",907,"1","2",3,"A94","A101",2,"A121",26,"A143","A152",1,"A173","1","A192","0",811
"812","2",6,"A32","A43",484,"1","4",3,"A94","A103",3,"A121",28,"A141","A152",1,"A172","1","A191","0",812
"813","1",36,"A34","A41",9629,"1","4",4,"A93","A101",4,"A123",24,"A143","A152",2,"A173","1","A192","1",813
"814","1",48,"A32","A44",3051,"1","3",3,"A93","A101",4,"A123",54,"A143","A152",1,"A173","1","A191","1",814
"815","1",48,"A32","A40",3931,"1","4",4,"A93","A101",4,"A124",46,"A143","A153",1,"A173","2","A191","1",815
"816","2",36,"A33","A40",7432,"1","3",2,"A92","A101",2,"A122",54,"A143","A151",1,"A173","1","A191","0",816
"817","4",6,"A32","A44",1338,"3","3",1,"A91","A101",4,"A121",62,"A143","A152",1,"A173","1","A191","0",817
"818","4",6,"A34","A43",1554,"1","4",1,"A92","A101",2,"A123",24,"A143","A151",2,"A173","1","A192","0",818
"819","1",36,"A32","A410",15857,"1","1",2,"A91","A102",3,"A123",43,"A143","A152",1,"A174","1","A191","0",819
"820","1",18,"A32","A43",1345,"1","3",4,"A94","A101",3,"A121",26,"A141","A152",1,"A173","1","A191","1",820
"821","4",12,"A32","A40",1101,"1","3",3,"A94","A101",2,"A121",27,"A143","A152",2,"A173","1","A192","0",821
"822","3",12,"A32","A43",3016,"1","3",3,"A94","A101",1,"A123",24,"A143","A152",1,"A173","1","A191","0",822
"823","1",36,"A32","A42",2712,"1","5",2,"A93","A101",2,"A122",41,"A141","A152",1,"A173","2","A191","1",823
"824","1",8,"A34","A40",731,"1","5",4,"A93","A101",4,"A121",47,"A143","A152",2,"A172","1","A191","0",824
"825","4",18,"A34","A42",3780,"1","2",3,"A91","A101",2,"A123",35,"A143","A152",2,"A174","1","A192","0",825
"826","1",21,"A34","A40",1602,"1","5",4,"A94","A101",3,"A123",30,"A143","A152",2,"A173","1","A192","0",826
"827","1",18,"A34","A40",3966,"1","5",1,"A92","A101",4,"A121",33,"A141","A151",3,"A173","1","A192","1",827
"828","4",18,"A30","A49",4165,"1","3",2,"A93","A101",2,"A123",36,"A142","A152",2,"A173","2","A191","1",828
"829","1",36,"A32","A41",8335,"0","5",3,"A93","A101",4,"A124",47,"A143","A153",1,"A173","1","A191","1",829
"830","2",48,"A33","A49",6681,"0","3",4,"A93","A101",4,"A124",38,"A143","A153",1,"A173","2","A192","0",830
"831","4",24,"A33","A49",2375,"3","3",4,"A93","A101",2,"A123",44,"A143","A152",2,"A173","2","A192","0",831
"832","1",18,"A32","A40",1216,"1","2",4,"A92","A101",3,"A123",23,"A143","A151",1,"A173","1","A192","1",832
"833","1",45,"A30","A49",11816,"1","5",2,"A93","A101",4,"A123",29,"A143","A151",2,"A173","1","A191","1",833
"834","2",24,"A32","A43",5084,"0","5",2,"A92","A101",4,"A123",42,"A143","A152",1,"A173","1","A192","0",834
"835","3",15,"A32","A43",2327,"1","2",2,"A92","A101",3,"A121",25,"A143","A152",1,"A172","1","A191","1",835
"836","1",12,"A30","A40",1082,"1","3",4,"A93","A101",4,"A123",48,"A141","A152",2,"A173","1","A191","1",836
"837","4",12,"A32","A43",886,"0","3",4,"A92","A101",2,"A123",21,"A143","A152",1,"A173","1","A191","0",837
"838","4",4,"A32","A42",601,"1","2",1,"A92","A101",3,"A121",23,"A143","A151",1,"A172","2","A191","0",838
"839","1",24,"A34","A41",2957,"1","5",4,"A93","A101",4,"A122",63,"A143","A152",2,"A173","1","A192","0",839
"840","4",24,"A34","A43",2611,"1","5",4,"A94","A102",3,"A121",46,"A143","A152",2,"A173","1","A191","0",840
"841","1",36,"A32","A42",5179,"1","4",4,"A93","A101",2,"A122",29,"A143","A152",1,"A173","1","A191","1",841
"842","4",21,"A33","A41",2993,"1","3",3,"A93","A101",2,"A121",28,"A142","A152",2,"A172","1","A191","0",842
"843","4",18,"A32","A45",1943,"1","2",4,"A92","A101",4,"A121",23,"A143","A152",1,"A173","1","A191","1",843
"844","4",24,"A31","A49",1559,"1","4",4,"A93","A101",4,"A123",50,"A141","A152",1,"A173","1","A192","0",844
"845","4",18,"A32","A42",3422,"1","5",4,"A93","A101",4,"A122",47,"A141","A152",3,"A173","2","A192","0",845
"846","2",21,"A32","A42",3976,"0","4",2,"A93","A101",3,"A123",35,"A143","A152",1,"A173","1","A192","0",846
"847","4",18,"A32","A40",6761,"0","3",2,"A93","A101",4,"A123",68,"A143","A151",2,"A173","1","A191","1",847
"848","4",24,"A32","A40",1249,"1","2",4,"A94","A101",2,"A121",28,"A143","A152",1,"A173","1","A191","0",848
"849","1",9,"A32","A43",1364,"1","4",3,"A93","A101",4,"A121",59,"A143","A152",1,"A173","1","A191","0",849
"850","1",12,"A32","A43",709,"1","5",4,"A93","A101",4,"A121",57,"A142","A152",1,"A172","1","A191","1",850
"851","1",20,"A34","A40",2235,"1","3",4,"A94","A103",2,"A122",33,"A141","A151",2,"A173","1","A191","1",851
"852","4",24,"A34","A41",4042,"0","4",3,"A93","A101",4,"A122",43,"A143","A152",2,"A173","1","A192","0",852
"853","4",15,"A34","A43",1471,"1","3",4,"A93","A101",4,"A124",35,"A143","A153",2,"A173","1","A192","0",853
"854","1",18,"A31","A40",1442,"1","4",4,"A93","A101",4,"A124",32,"A143","A153",2,"A172","2","A191","1",854
"855","4",36,"A33","A40",10875,"1","5",2,"A93","A101",2,"A123",45,"A143","A152",2,"A173","2","A192","0",855
"856","4",24,"A32","A40",1474,"2","2",4,"A94","A101",3,"A121",33,"A143","A152",1,"A173","1","A192","0",856
"857","4",10,"A32","A48",894,"0","4",4,"A92","A101",3,"A122",40,"A143","A152",1,"A173","1","A192","0",857
"858","4",15,"A34","A42",3343,"1","3",4,"A93","A101",2,"A124",28,"A143","A153",1,"A173","1","A192","0",858
"859","1",15,"A32","A40",3959,"1","3",3,"A92","A101",2,"A122",29,"A143","A152",1,"A173","1","A192","1",859
"860","4",9,"A32","A40",3577,"2","3",1,"A93","A103",2,"A121",26,"A143","A151",1,"A173","2","A191","0",860
"861","4",24,"A34","A41",5804,"4","3",4,"A93","A101",2,"A121",27,"A143","A152",2,"A173","1","A191","0",861
"862","4",18,"A33","A49",2169,"1","3",4,"A94","A101",2,"A123",28,"A143","A152",1,"A173","1","A192","1",862
"863","1",24,"A32","A43",2439,"1","2",4,"A92","A101",4,"A121",35,"A143","A152",1,"A173","1","A192","1",863
"864","4",27,"A34","A42",4526,"4","2",4,"A93","A101",2,"A121",32,"A142","A152",2,"A172","2","A192","0",864
"865","4",10,"A32","A42",2210,"1","3",2,"A93","A101",2,"A121",25,"A141","A151",1,"A172","1","A191","1",865
"866","4",15,"A32","A42",2221,"3","3",2,"A92","A101",4,"A123",20,"A143","A151",1,"A173","1","A191","0",866
"867","1",18,"A32","A43",2389,"1","2",4,"A92","A101",1,"A123",27,"A142","A152",1,"A173","1","A191","0",867
"868","4",12,"A34","A42",3331,"1","5",2,"A93","A101",4,"A122",42,"A142","A152",1,"A173","1","A191","0",868
"869","4",36,"A32","A49",7409,"0","5",3,"A93","A101",2,"A122",37,"A143","A152",2,"A173","1","A191","0",869
"870","1",12,"A32","A42",652,"1","5",4,"A92","A101",4,"A122",24,"A143","A151",1,"A173","1","A191","0",870
"871","4",36,"A33","A42",7678,"3","4",2,"A92","A101",4,"A123",40,"A143","A152",2,"A173","1","A192","0",871
"872","3",6,"A34","A40",1343,"1","5",1,"A93","A101",4,"A121",46,"A143","A152",2,"A173","2","A191","0",872
"873","1",24,"A34","A49",1382,"2","4",4,"A93","A101",1,"A121",26,"A143","A152",2,"A173","1","A192","0",873
"874","4",15,"A32","A44",874,"0","2",4,"A92","A101",1,"A121",24,"A143","A152",1,"A173","1","A191","0",874
"875","1",12,"A32","A42",3590,"1","3",2,"A93","A102",2,"A122",29,"A143","A152",1,"A172","2","A191","0",875
"876","2",11,"A34","A40",1322,"4","3",4,"A92","A101",4,"A123",40,"A143","A152",2,"A173","1","A191","0",876
"877","1",18,"A31","A43",1940,"1","2",3,"A93","A102",4,"A124",36,"A141","A153",1,"A174","1","A192","0",877
"878","4",36,"A32","A43",3595,"1","5",4,"A93","A101",2,"A123",28,"A143","A152",1,"A173","1","A191","0",878
"879","1",9,"A32","A40",1422,"1","2",3,"A93","A101",2,"A124",27,"A143","A153",1,"A174","1","A192","1",879
"880","4",30,"A34","A43",6742,"0","4",2,"A93","A101",3,"A122",36,"A143","A152",2,"A173","1","A191","0",880
"881","4",24,"A32","A41",7814,"1","4",3,"A93","A101",3,"A123",38,"A143","A152",1,"A174","1","A192","0",881
"882","4",24,"A32","A41",9277,"0","3",2,"A91","A101",4,"A124",48,"A143","A153",1,"A173","1","A192","0",882
"883","2",30,"A34","A40",2181,"0","5",4,"A93","A101",4,"A121",36,"A143","A152",2,"A173","1","A191","0",883
"884","4",18,"A34","A43",1098,"1","1",4,"A92","A101",4,"A123",65,"A143","A152",2,"A171","1","A191","0",884
"885","2",24,"A32","A42",4057,"1","4",3,"A91","A101",3,"A123",43,"A143","A152",1,"A173","1","A192","1",885
"886","1",12,"A32","A46",795,"1","2",4,"A92","A101",4,"A122",53,"A143","A152",1,"A173","1","A191","1",886
"887","2",24,"A34","A49",2825,"0","4",4,"A93","A101",3,"A124",34,"A143","A152",2,"A173","2","A192","0",887
"888","2",48,"A32","A49",15672,"1","3",2,"A93","A101",2,"A123",23,"A143","A152",1,"A173","1","A192","1",888
"889","4",36,"A34","A40",6614,"1","5",4,"A93","A101",4,"A123",34,"A143","A152",2,"A174","1","A192","0",889
"890","4",28,"A31","A41",7824,"0","2",3,"A93","A103",4,"A121",40,"A141","A151",2,"A173","2","A192","0",890
"891","1",27,"A34","A49",2442,"1","5",4,"A93","A101",4,"A123",43,"A142","A152",4,"A174","2","A192","0",891
"892","4",15,"A34","A43",1829,"1","5",4,"A93","A101",4,"A123",46,"A143","A152",2,"A173","1","A192","0",892
"893","1",12,"A34","A40",2171,"1","3",4,"A93","A101",4,"A122",38,"A141","A152",2,"A172","1","A191","0",893
"894","2",36,"A34","A41",5800,"1","3",3,"A93","A101",4,"A123",34,"A143","A152",2,"A173","1","A192","0",894
"895","4",18,"A34","A43",1169,"0","3",4,"A93","A101",3,"A122",29,"A143","A152",2,"A173","1","A192","0",895
"896","4",36,"A33","A41",8947,"0","4",3,"A93","A101",2,"A123",31,"A142","A152",1,"A174","2","A192","0",896
"897","1",21,"A32","A43",2606,"1","2",4,"A92","A101",4,"A122",28,"A143","A151",1,"A174","1","A192","0",897
"898","4",12,"A34","A42",1592,"4","4",3,"A92","A101",2,"A122",35,"A143","A152",1,"A173","1","A191","0",898
"899","4",15,"A32","A42",2186,"0","4",1,"A92","A101",4,"A121",33,"A141","A151",1,"A172","1","A191","0",899
"900","1",18,"A32","A42",4153,"1","3",2,"A93","A102",3,"A123",42,"A143","A152",1,"A173","1","A191","1",900
"901","1",16,"A34","A40",2625,"1","5",2,"A93","A103",4,"A122",43,"A141","A151",1,"A173","1","A192","1",901
"902","4",20,"A34","A40",3485,"0","2",2,"A91","A101",4,"A121",44,"A143","A152",2,"A173","1","A192","0",902
"903","4",36,"A34","A41",10477,"0","5",2,"A93","A101",4,"A124",42,"A143","A153",2,"A173","1","A191","0",903
"904","4",15,"A32","A43",1386,"0","3",4,"A94","A101",2,"A121",40,"A143","A151",1,"A173","1","A192","0",904
"905","4",24,"A32","A43",1278,"1","5",4,"A93","A101",1,"A121",36,"A143","A152",1,"A174","1","A192","0",905
"906","1",12,"A32","A43",1107,"1","3",2,"A93","A101",2,"A121",20,"A143","A151",1,"A174","2","A192","0",906
